tiempo_s,amplitud
0.01288889,0.53410443
0.01294444,0.54657304
0.01300000,0.55872059
0.01305556,0.57061795
0.01311111,0.58233965
0.01316667,0.59396288
0.01322222,0.60556651
0.01327778,0.61723000
0.01333333,0.62903233
0.01338889,0.64105092
0.01344444,0.65336055
0.01350000,0.66603232
0.01355556,0.67913257
0.01361111,0.69272194
0.01366667,0.70685442
0.01372222,0.72157647
0.01377778,0.73692625
0.01383333,0.75293287
0.01388889,0.76961583
0.01394444,0.78698445
0.01400000,0.80503749
0.01405556,0.82376288
0.01411111,0.84313749
0.01416667,0.86312713
0.01422222,0.88368658
0.01427778,0.90475979
0.01433333,0.92628020
0.01438889,0.94817118
0.01444444,0.97034653
0.01450000,0.99271121
0.01455556,1.01516201
0.01461111,1.03758851
0.01466667,1.05987393
0.01472222,1.08189622
0.01477778,1.10352914
0.01483333,1.12464338
0.01488889,1.14510781
0.01494444,1.16479064
0.01500000,1.18356076
0.01505556,1.69338729
0.01511111,1.71673107
0.01516667,1.73825668
0.01522222,1.75780041
0.01527778,1.77520800
0.01533333,1.79033625
0.01538889,1.80305446
0.01544444,1.81324576
0.01550000,1.82080836
0.01555556,1.82565655
0.01561111,1.82772173
0.01566667,1.82695308
0.01572222,1.82331820
0.01577778,1.81680353
0.01583333,1.80741456
0.01588889,1.79517592
0.01594444,1.78013118
0.01600000,1.76234262
0.01605556,1.74189067
0.01611111,1.71887325
0.01616667,1.69340495
0.01622222,1.66561599
0.01627778,1.63565109
0.01633333,1.60366816
0.01638889,1.56983690
0.01644444,1.53433726
0.01650000,1.49735779
0.01655556,1.45909399
0.01661111,1.41974647
0.01666667,1.37951921
0.01672222,1.33861767
0.01677778,1.29724699
0.01683333,1.25561013
0.01688889,1.21390611
0.01694444,1.17232821
0.01700000,1.13106235
0.01705556,1.09028545
0.01711111,1.05016396
0.01716667,1.01085247
0.01722222,0.97249247
0.01727778,0.93521121
0.01733333,0.89912081
0.01738889,0.86431739
0.01744444,0.83088047
0.01750000,0.79887254
0.01755556,0.76833876
0.01761111,0.73930685
0.01766667,0.71178722
0.01772222,0.68577318
0.01777778,0.66124138
0.01783333,0.63815244
0.01788889,0.61645169
0.01794444,0.59607007
0.01800000,0.57692518
0.01805556,0.55892249
0.01811111,0.54195659
0.01816667,0.52591259
0.01822222,0.51066760
0.01827778,0.49609226
0.01833333,0.48205234
0.01838889,0.46841035
0.01844444,0.45502718
0.01850000,0.44176371
0.01855556,0.42848246
0.01861111,0.41504911
0.01866667,0.40133404
0.01872222,0.38721378
0.01877778,0.37257230
0.01883333,0.35730236
0.01888889,0.34130654
0.01894444,0.32449832
0.01900000,0.30680292
0.01905556,0.28815801
0.01911111,0.26851430
0.01916667,0.24783596
0.01922222,0.22610085
0.01927778,0.20330060
0.01933333,0.17944055
0.01938889,0.15453952
0.01944444,0.12862939
0.01950000,0.10175457
0.01955556,0.07397130
0.01961111,0.04534685
0.01966667,0.01595850
0.01972222,-0.01410743
0.01977778,-0.04475681
0.01983333,-0.07588893
0.01988889,-0.10739782
0.01994444,-0.13917363
0.02000000,-0.17110404
0.02005556,-0.20307568
0.02011111,-0.23497561
0.02016667,-0.26669269
0.02022222,-0.29811903
0.02027778,-0.32915130
0.02033333,-0.35969206
0.02038889,-0.38965092
0.02044444,-0.41894572
0.02050000,-0.44750348
0.02055556,-0.47526136
0.02061111,-0.50216739
0.02066667,-0.52818111
0.02072222,-0.55327407
0.02077778,-0.57743018
0.02083333,-0.60064585
0.02088889,-0.62293009
0.02094444,-0.64430429
0.02100000,-0.66480201
0.02105556,-0.68446851
0.02111111,-0.70336017
0.02116667,-0.72154372
0.02122222,-0.73909545
0.02127778,-0.75610015
0.02133333,-0.77265004
0.02138889,-0.78884357
0.02144444,-0.80478413
0.02150000,-0.82057864
0.02155556,-0.83633621
0.02161111,-0.85216660
0.02166667,-0.86817881
0.02172222,-0.88447949
0.02177778,-0.90117157
0.02183333,-0.91835272
0.02188889,-0.93611396
0.02194444,-0.95453835
0.02200000,-0.97369964
0.02205556,-0.99366116
0.02211111,-1.01447472
0.02216667,-1.03617963
0.02222222,-1.05880190
0.02227778,-1.08235354
0.02233333,-1.10683205
0.02238889,-1.13221999
0.02244444,-1.15848480
0.02250000,-1.18557876
0.02255556,-1.21343907
0.02261111,-1.24198816
0.02266667,-1.27113411
0.02272222,-1.30077130
0.02277778,-1.33078119
0.02283333,-1.36103316
0.02288889,-1.39138567
0.02294444,-1.42168738
0.02300000,-1.45177849
0.02305556,-1.48149216
0.02311111,-1.51065599
0.02316667,-1.53909364
0.02322222,-1.56662643
0.02327778,-1.59307507
0.02333333,-1.61826131
0.02338889,-1.64200972
0.02344444,-1.66414936
0.02350000,-1.68451545
0.02355556,-1.70295103
0.02361111,-1.71930849
0.02366667,-1.73345108
0.02372222,-1.74525431
0.02377778,-1.75460720
0.02383333,-1.76141345
0.02388889,-1.76559245
0.02394444,-1.76708018
0.02400000,-1.76582987
0.02405556,-1.76181259
0.02411111,-1.75501762
0.02416667,-1.74545264
0.02422222,-1.73314376
0.02427778,-1.71813535
0.02433333,-1.70048975
0.02438889,-1.68028671
0.02444444,-1.65762277
0.02450000,-1.63261038
0.02455556,-1.60537694
0.02461111,-1.57606364
0.02466667,-1.54482425
0.02472222,-1.51182367
0.02477778,-1.47723647
0.02483333,-1.44124534
0.02488889,-1.40403940
0.02494444,-1.36581250
0.02500000,-1.32676151
0.02505556,-1.28708451
0.02511111,-1.24697905
0.02516667,-1.20664038
0.02522222,-1.16625973
0.02527778,-1.12602265
0.02533333,-1.08610741
0.02538889,-1.04668348
0.02544444,-1.00791006
0.02550000,-0.96993488
0.02555556,-0.93289288
0.02561111,-0.89690530
0.02566667,-0.86207868
0.02572222,-0.82850416
0.02577778,-0.79625691
0.02583333,-0.76539568
0.02588889,-0.73596259
0.02594444,-0.70798304
0.02600000,-0.68146582
0.02605556,-0.65640337
0.02611111,-0.63277221
0.02616667,-0.61053354
0.02622222,-0.58963401
0.02627778,-0.57000654
0.02633333,-0.55157139
0.02638889,-0.53423731
0.02644444,-0.51790272
0.02650000,-0.50245711
0.02655556,-0.48778243
0.02661111,-0.47375457
0.02666667,-0.46024488
0.02672222,-0.44712170
0.02677778,-0.43425198
0.02683333,-0.42150275
0.02688889,-0.40874273
0.02694444,-0.39584376
0.02700000,-0.38268228
0.02705556,-0.36914068
0.02711111,-0.35510857
0.02716667,-0.34048398
0.02722222,-0.32517440
0.02727778,-0.30909776
0.02733333,-0.29218324
0.02738889,-0.27437192
0.02744444,-0.25561733
0.02750000,-0.23588582
0.02755556,-0.21515682
0.02761111,-0.19342283
0.02766667,-0.17068941
0.02772222,-0.14697492
0.02777778,-0.12231010
0.02783333,-0.09673759
0.02788889,-0.07031122
0.02794444,-0.04309523
0.02800000,-0.01516337
0.02805556,0.01340213
0.02811111,0.04251168
0.02816667,0.07206950
0.02822222,0.10197489
0.02827778,0.13212356
0.02833333,0.16240893
0.02838889,0.19272351
0.02844444,0.22296028
0.02850000,0.25301401
0.02855556,0.28278263
0.02861111,0.31216844
0.02866667,0.34107939
0.02872222,0.36943019
0.02877778,0.39714335
0.02883333,0.42415019
0.02888889,0.45039161
0.02894444,0.47581888
0.02900000,0.50039418
0.02905556,0.52409108
0.02911111,0.54689487
0.02916667,0.56880267
0.02922222,0.58982350
0.02927778,0.60997813
0.02933333,0.62929882
0.02938889,0.64782883
0.02944444,0.66562196
0.02950000,0.68274177
0.02955556,0.69926078
0.02961111,0.71525954
0.02966667,0.73082558
0.02972222,0.74605228
0.02977778,0.76103759
0.02983333,0.77588284
0.02988889,0.79069130
0.02994444,0.80556684
0.03000000,0.82061256
0.03005556,0.83592932
0.03011111,0.85161438
0.03016667,0.86776001
0.03022222,0.88445218
0.03027778,0.90176930
0.03033333,0.91978096
0.03038889,0.93854690
0.03044444,0.95811594
0.03050000,0.97852512
0.03055556,0.99979891
0.03061111,1.02194854
0.03066667,1.04497158
0.03072222,1.06885149
0.03077778,1.09355749
0.03083333,1.11904448
0.03088889,1.14525319
0.03094444,1.17211042
0.03100000,1.19952947
0.03105556,1.22741074
0.03111111,1.25564244
0.03116667,1.28410150
0.03122222,1.31265451
0.03127778,1.34115888
0.03133333,1.36946408
0.03138889,1.39741297
0.03144444,1.42484318
0.03150000,1.45158869
0.03155556,1.47748126
0.03161111,1.50235213
0.03166667,1.52603353
0.03172222,1.54836037
0.03177778,1.56917178
0.03183333,1.58831275
0.03188889,1.60563560
0.03194444,1.62100150
0.03200000,1.63428185
0.03205556,1.64535957
0.03211111,1.65413032
0.03216667,1.66050358
0.03222222,1.66440360
0.03227778,1.66577023
0.03233333,1.66455957
0.03238889,1.66074449
0.03244444,1.65431501
0.03250000,1.64527843
0.03255556,1.63365940
0.03261111,1.61949976
0.03266667,1.60285823
0.03272222,1.58380992
0.03277778,1.56244572
0.03283333,1.53887148
0.03288889,1.51320713
0.03294444,1.48558556
0.03300000,1.45615148
0.03305556,1.42506008
0.03311111,1.39247567
0.03316667,1.35857016
0.03322222,1.32352153
0.03327778,1.28751225
0.03333333,1.25072756
0.03338889,1.21335392
0.03344444,1.17557725
0.03350000,1.13758133
0.03355556,1.09954618
0.03361111,1.06164648
0.03366667,1.02405006
0.03372222,0.98691647
0.03377778,0.95039565
0.03383333,0.91462669
0.03388889,0.87973672
0.03394444,0.84583994
0.03400000,0.81303674
0.03405556,0.78141301
0.03411111,0.75103961
0.03416667,0.72197197
0.03422222,0.69424982
0.03427778,0.66789718
0.03433333,0.64292241
0.03438889,0.61931847
0.03444444,0.59706330
0.03450000,0.57612043
0.03455556,0.55643962
0.03461111,0.53795771
0.03466667,0.52059960
0.03472222,0.50427927
0.03477778,0.48890097
0.03483333,0.47436051
0.03488889,0.46054654
0.03494444,0.44734194
0.03500000,0.43462532
0.03505556,0.42227237
0.03511111,0.41015742
0.03516667,0.39815489
0.03522222,0.38614067
0.03527778,0.37399361
0.03533333,0.36159683
0.03538889,0.34883902
0.03544444,0.33561563
0.03550000,0.32183005
0.03555556,0.30739454
0.03561111,0.29223118
0.03566667,0.27627264
0.03572222,0.25946281
0.03577778,0.24175731
0.03583333,0.22312387
0.03588889,0.20354253
0.03594444,0.18300571
0.03600000,0.16151815
0.03605556,0.13909670
0.03611111,0.11576992
0.03616667,0.09157765
0.03622222,0.06657032
0.03627778,0.04080825
0.03633333,0.01436079
0.03638889,-0.01269466
0.03644444,-0.04027367
0.03650000,-0.06828592
0.03655556,-0.09663637
0.03661111,-0.12522651
0.03666667,-0.15395561
0.03672222,-0.18272202
0.03677778,-0.21142445
0.03683333,-0.23996329
0.03688889,-0.26824179
0.03694444,-0.29616732
0.03700000,-0.32365254
0.03705556,-0.35061643
0.03711111,-0.37698535
0.03716667,-0.40269394
0.03722222,-0.42768589
0.03727778,-0.45191468
0.03733333,-0.47534411
0.03738889,-0.49794878
0.03744444,-0.51971436
0.03750000,-0.54063779
0.03755556,-0.56072728
0.03761111,-0.58000222
0.03766667,-0.59849289
0.03772222,-0.61624014
0.03777778,-0.63329476
0.03783333,-0.64971694
0.03788889,-0.66557541
0.03794444,-0.68094659
0.03800000,-0.69591362
0.03805556,-0.71056526
0.03811111,-0.72499470
0.03816667,-0.73929843
0.03822222,-0.75357487
0.03827778,-0.76792312
0.03833333,-0.78244157
0.03838889,-0.79722663
0.03844444,-0.81237133
0.03850000,-0.82796406
0.03855556,-0.84408724
0.03861111,-0.86081618
0.03866667,-0.87821784
0.03872222,-0.89634985
0.03877778,-0.91525947
0.03883333,-0.93498275
0.03888889,-0.95554376
0.03894444,-0.97695399
0.03900000,-0.99921181
0.03905556,-1.02230219
0.03911111,-1.04619641
0.03916667,-1.07085206
0.03922222,-1.09621309
0.03927778,-1.12221009
0.03933333,-1.14876067
0.03938889,-1.17576998
0.03944444,-1.20313140
0.03950000,-1.23072737
0.03955556,-1.25843033
0.03961111,-1.28610376
0.03966667,-1.31360338
0.03972222,-1.34077838
0.03977778,-1.36747283
0.03983333,-1.39352705
0.03988889,-1.41877907
0.03994444,-1.44306624
0.04000000,-1.46622665
0.04005556,-1.48810079
0.04011111,-1.50853299
0.04016667,-1.52737304
0.04022222,-1.54447760
0.04027778,-1.55971162
0.04033333,-1.57294976
0.04038889,-1.58407759
0.04044444,-1.59299281
0.04050000,-1.59960625
0.04055556,-1.60384290
0.04061111,-1.60564262
0.04066667,-1.60496089
0.04072222,-1.60176926
0.04077778,-1.59605575
0.04083333,-1.58782508
0.04088889,-1.57709865
0.04094444,-1.56391448
0.04100000,-1.54832693
0.04105556,-1.53040623
0.04111111,-1.51023793
0.04116667,-1.48792217
0.04122222,-1.46357278
0.04127778,-1.43731626
0.04133333,-1.40929070
0.04138889,-1.37964453
0.04144444,-1.34853514
0.04150000,-1.31612751
0.04155556,-1.28259272
0.04161111,-1.24810637
0.04166667,-1.21284702
0.04172222,-1.17699461
0.04177778,-1.14072881
0.04183333,-1.10422746
0.04188889,-1.06766496
0.04194444,-1.03121077
0.04200000,-0.99502792
0.04205556,-0.95927164
0.04211111,-0.92408799
0.04216667,-0.88961272
0.04222222,-0.85597012
0.04227778,-0.82327206
0.04233333,-0.79161714
0.04238889,-0.76108999
0.04244444,-0.73176071
0.04250000,-0.70368446
0.04255556,-0.67690119
0.04261111,-0.65143560
0.04266667,-0.62729714
0.04272222,-0.60448025
0.04277778,-0.58296474
0.04283333,-0.56271628
0.04288889,-0.54368706
0.04294444,-0.52581661
0.04300000,-0.50903266
0.04305556,-0.49325220
0.04311111,-0.47838257
0.04316667,-0.46432272
0.04322222,-0.45096445
0.04327778,-0.43819378
0.04333333,-0.42589231
0.04338889,-0.41393871
0.04344444,-0.40221008
0.04350000,-0.39058342
0.04355556,-0.37893704
0.04361111,-0.36715194
0.04366667,-0.35511314
0.04372222,-0.34271099
0.04377778,-0.32984231
0.04383333,-0.31641154
0.04388889,-0.30233174
0.04394444,-0.28752549
0.04400000,-0.27192566
0.04405556,-0.25547610
0.04411111,-0.23813209
0.04416667,-0.21986079
0.04422222,-0.20064145
0.04427778,-0.18046548
0.04433333,-0.15933645
0.04438889,-0.13726986
0.04444444,-0.11429282
0.04450000,-0.09044358
0.04455556,-0.06577097
0.04461111,-0.04033362
0.04466667,-0.01419918
0.04472222,0.01255660
0.04477778,0.03985093
0.04483333,0.06759505
0.04488889,0.09569538
0.04494444,0.12405477
0.04500000,0.15257371
0.04505556,0.18115165
0.04511111,0.20968821
0.04516667,0.23808452
0.04522222,0.26624440
0.04527778,0.29407563
0.04533333,0.32149106
0.04538889,0.34840973
0.04544444,0.37475785
0.04550000,0.40046976
0.04555556,0.42548870
0.04561111,0.44976756
0.04566667,0.47326945
0.04572222,0.49596815
0.04577778,0.51784844
0.04583333,0.53890631
0.04588889,0.55914897
0.04594444,0.57859480
0.04600000,0.59727309
0.04605556,0.61522369
0.04611111,0.63249649
0.04616667,0.64915079
0.04622222,0.66525457
0.04627778,0.68088357
0.04633333,0.69612038
0.04638889,0.71105333
0.04644444,0.72577537
0.04650000,0.74038284
0.04655556,0.75497419
0.04661111,0.76964869
0.04666667,0.78450509
0.04672222,0.79964026
0.04677778,0.81514785
0.04683333,0.83111698
0.04688889,0.84763095
0.04694444,0.86476600
0.04700000,0.88259013
0.04705556,0.90116203
0.04711111,0.92053009
0.04716667,0.94073144
0.04722222,0.96179126
0.04727778,0.98372206
0.04733333,1.00652317
0.04738889,1.03018040
0.04744444,1.05466574
0.04750000,1.07993731
0.04755556,1.10593944
0.04761111,1.13260285
0.04766667,1.15984505
0.04772222,1.18757084
0.04777778,1.21567298
0.04783333,1.24403301
0.04788889,1.27252215
0.04794444,1.30100237
0.04800000,1.32932757
0.04805556,1.35734485
0.04811111,1.38489583
0.04816667,1.41181811
0.04822222,1.43794678
0.04827778,1.46311589
0.04833333,1.48716010
0.04838889,1.50991615
0.04844444,1.53122454
0.04850000,1.55093100
0.04855556,1.56888804
0.04861111,1.58495641
0.04866667,1.59900649
0.04872222,1.61091957
0.04877778,1.62058914
0.04883333,1.62792189
0.04888889,1.63283880
0.04894444,1.63527591
0.04900000,1.63518504
0.04905556,1.63253439
0.04911111,1.62730891
0.04916667,1.61951054
0.04922222,1.60915829
0.04927778,1.59628819
0.04933333,1.58095298
0.04938889,1.56322175
0.04944444,1.54317934
0.04950000,1.52092563
0.04955556,1.49657466
0.04961111,1.47025366
0.04966667,1.44210187
0.04972222,1.41226933
0.04977778,1.38091549
0.04983333,1.34820784
0.04988889,1.31432033
0.04994444,1.27943182
0.05000000,1.24372448
0.05005556,1.20738214
0.05011111,1.17058863
0.05016667,1.13352616
0.05022222,1.09637366
0.05027778,1.05930525
0.05033333,1.02248868
0.05038889,0.98608390
0.05044444,0.95024168
0.05050000,0.91510236
0.05055556,0.88079469
0.05061111,0.84743480
0.05066667,0.81512531
0.05072222,0.78395457
0.05077778,0.75399610
0.05083333,0.72530807
0.05088889,0.69793308
0.05094444,0.67189801
0.05100000,0.64721404
0.05105556,0.62387688
0.05111111,0.60186710
0.05116667,0.58115063
0.05122222,0.56167944
0.05127778,0.54339232
0.05133333,0.52621579
0.05138889,0.51006513
0.05144444,0.49484558
0.05150000,0.48045351
0.05155556,0.46677777
0.05161111,0.45370109
0.05166667,0.44110147
0.05172222,0.42885370
0.05177778,0.41683080
0.05183333,0.40490552
0.05188889,0.39295182
0.05194444,0.38084628
0.05200000,0.36846954
0.05205556,0.35570758
0.05211111,0.34245300
0.05216667,0.32860619
0.05222222,0.31407636
0.05227778,0.29878253
0.05233333,0.28265435
0.05238889,0.26563275
0.05244444,0.24767057
0.05250000,0.22873291
0.05255556,0.20879743
0.05261111,0.18785446
0.05266667,0.16590696
0.05272222,0.14297035
0.05277778,0.11907218
0.05283333,0.09425164
0.05288889,0.06855898
0.05294444,0.04205479
0.05300000,0.01480911
0.05305556,-0.01309949
0.05311111,-0.04158499
0.05316667,-0.07055504
0.05322222,-0.09991216
0.05327778,-0.12955501
0.05333333,-0.15937972
0.05338889,-0.18928115
0.05344444,-0.21915430
0.05350000,-0.24889560
0.05355556,-0.27840420
0.05361111,-0.30758329
0.05366667,-0.33634128
0.05372222,-0.36459294
0.05377778,-0.39226050
0.05383333,-0.41927461
0.05388889,-0.44557520
0.05394444,-0.47111224
0.05400000,-0.49584637
0.05405556,-0.51974940
0.05411111,-0.54280463
0.05416667,-0.56500712
0.05422222,-0.58636372
0.05427778,-0.60689297
0.05433333,-0.62662492
0.05438889,-0.64560071
0.05444444,-0.66387209
0.05450000,-0.68150073
0.05455556,-0.69855747
0.05461111,-0.71512138
0.05466667,-0.73127880
0.05472222,-0.74712218
0.05477778,-0.76274888
0.05483333,-0.77825995
0.05488889,-0.79375871
0.05494444,-0.80934944
0.05500000,-0.82513596
0.05505556,-0.84122017
0.05511111,-0.85770070
0.05516667,-0.87467145
0.05522222,-0.89222026
0.05527778,-0.91042760
0.05533333,-0.92936534
0.05538889,-0.94909556
0.05544444,-0.96966953
0.05550000,-0.99112669
0.05555556,-1.01349390
0.05561111,-1.03678467
0.05566667,-1.06099863
0.05572222,-1.08612111
0.05577778,-1.11212288
0.05583333,-1.13896005
0.05588889,-1.16657410
0.05594444,-1.19489214
0.05600000,-1.22382727
0.05605556,-1.25327912
0.05611111,-1.28313456
0.05616667,-1.31326848
0.05622222,-1.34354484
0.05627778,-1.37381776
0.05633333,-1.40393272
0.05638889,-1.43372792
0.05644444,-1.46303571
0.05650000,-1.49168409
0.05655556,-1.51949832
0.05661111,-1.54630250
0.05666667,-1.57192122
0.05672222,-1.59618130
0.05677778,-1.61891337
0.05683333,-1.63995357
0.05688889,-1.65914515
0.05694444,-1.67634000
0.05700000,-1.69140017
0.05705556,-1.70419922
0.05711111,-1.71462357
0.05716667,-1.72257361
0.05722222,-1.72796482
0.05727778,-1.73072863
0.05733333,-1.73081320
0.05738889,-1.72818401
0.05744444,-1.72282430
0.05750000,-1.71473536
0.05755556,-1.70393658
0.05761111,-1.69046539
0.05766667,-1.67437703
0.05772222,-1.65574405
0.05777778,-1.63465578
0.05783333,-1.61121756
0.05788889,-1.58554977
0.05794444,-1.55778686
0.05800000,-1.52807606
0.05805556,-1.49657612
0.05811111,-1.46345587
0.05816667,-1.42889268
0.05822222,-1.39307086
0.05827778,-1.35618002
0.05833333,-1.31841330
0.05838889,-1.27996570
0.05844444,-1.24103224
0.05850000,-1.20180630
0.05855556,-1.16247783
0.05861111,-1.12323172
0.05866667,-1.08424613
0.05872222,-1.04569099
0.05877778,-1.00772653
0.05883333,-0.97050192
0.05888889,-0.93415406
0.05894444,-0.89880650
0.05900000,-0.86456842
0.05905556,-0.83153390
0.05911111,-0.79978127
0.05916667,-0.76937257
0.05922222,-0.74035332
0.05927778,-0.71275233
0.05933333,-0.68658177
0.05938889,-0.66183735
0.05944444,-0.63849870
0.05950000,-0.61652992
0.05955556,-0.59588028
0.05961111,-0.57648500
0.05966667,-0.55826631
0.05972222,-0.54113450
0.05977778,-0.52498914
0.05983333,-0.50972042
0.05988889,-0.49521053
0.05994444,-0.48133515
0.06000000,-0.46796495
0.06005556,-0.45496716
0.06011111,-0.44220715
0.06016667,-0.42955002
0.06022222,-0.41686213
0.06027778,-0.40401266
0.06033333,-0.39087507
0.06038889,-0.37732853
0.06044444,-0.36325923
0.06050000,-0.34856164
0.06055556,-0.33313963
0.06061111,-0.31690748
0.06066667,-0.29979073
0.06072222,-0.28172697
0.06077778,-0.26266638
0.06083333,-0.24257222
0.06088889,-0.22142106
0.06094444,-0.19920290
0.06100000,-0.17592120
0.06105556,-0.15159261
0.06111111,-0.12624664
0.06116667,-0.09992519
0.06122222,-0.07268186
0.06127778,-0.04458120
0.06133333,-0.01569781
0.06138889,0.01388472
0.06144444,0.04407487
0.06150000,0.07477446
0.06155556,0.10587988
0.06161111,0.13728347
0.06166667,0.16887488
0.06172222,0.20054250
0.06177778,0.23217484
0.06183333,0.26366200
