tiempo_s,amplitud
0.00605556,0.01537314
0.00611111,-0.00557018
0.00616667,-0.02651105
0.00622222,-0.04744030
0.00627778,-0.06834873
0.00633333,-0.08922719
0.00638889,-0.11006651
0.00644444,-0.13085754
0.00650000,-0.15159119
0.00655556,-0.17225833
0.00661111,-0.19284992
0.00666667,-0.21335692
0.00672222,-0.23377034
0.00677778,-0.25408121
0.00683333,-0.27428064
0.00688889,-0.29435975
0.00694444,-0.31430975
0.00700000,-0.33412189
0.00705556,-0.35378747
0.00711111,-0.37329786
0.00716667,-0.39264452
0.00722222,-0.41181894
0.00727778,-0.43081273
0.00733333,-0.44961756
0.00738889,-0.46822516
0.00744444,-0.48662738
0.00750000,-0.50481616
0.00755556,-0.52278350
0.00761111,-0.54052154
0.00766667,-0.55802248
0.00772222,-0.57527866
0.00777778,-0.59228250
0.00783333,-0.60902655
0.00788889,-0.62550346
0.00794444,-0.64170600
0.00800000,-0.65762706
0.00805556,-0.67325967
0.00811111,-0.68859697
0.00816667,-0.70363223
0.00822222,-0.71835884
0.00827778,-0.73277037
0.00833333,-0.74686047
0.00838889,-0.76062298
0.00844444,-0.77405185
0.00850000,-0.78714120
0.00855556,-0.79988529
0.00861111,-0.81227851
0.00866667,-0.82431545
0.00872222,-0.83599081
0.00877778,-0.84729948
0.00883333,-0.85823649
0.00888889,-0.86879706
0.00894444,-0.87897654
0.00900000,-0.88877047
0.00905556,-0.89817456
0.00911111,-0.90718468
0.00916667,-0.91579688
0.00922222,-0.92400738
0.00927778,-0.93181258
0.00933333,-0.93920906
0.00938889,-0.94619357
0.00944444,-0.95276304
0.00950000,-0.95891460
0.00955556,-0.96464556
0.00961111,-0.96995338
0.00966667,-0.97483575
0.00972222,-0.97929053
0.00977778,-0.98331576
0.00983333,-0.98690967
0.00988889,-0.99007069
0.00994444,-0.99279744
0.01000000,-0.99508871
0.01005556,-0.99694350
0.01011111,-0.99836100
0.01016667,-0.99934058
0.01022222,-0.99988183
0.01027778,-0.99998449
0.01033333,-0.99964852
0.01038889,-0.99887408
0.01044444,-0.99766149
0.01050000,-0.99601130
0.01055556,-0.99392422
0.01061111,-0.99140118
0.01066667,-0.98844328
0.01072222,-0.98505181
0.01077778,-0.98122826
0.01083333,-0.97697432
0.01088889,-0.97229184
0.01094444,-0.96718289
0.01100000,-0.96164969
0.01105556,-0.95569469
0.01111111,-0.94932048
0.01116667,-0.94252987
0.01122222,-0.93532584
0.01127778,-0.92771154
0.01133333,-0.91969032
0.01138889,-0.91126569
0.01144444,-0.90244135
0.01150000,-0.89322117
0.01155556,-0.88360919
0.01161111,-0.87360963
0.01166667,-0.86322688
0.01172222,-0.85246549
0.01177778,-0.84133018
0.01183333,-0.82982583
0.01188889,-0.81795749
0.01194444,-0.80573038
0.01200000,-0.79314984
0.01205556,-0.78022140
0.01211111,-0.76695072
0.01216667,-0.75334364
0.01222222,-0.73940612
0.01227778,-0.72514427
0.01233333,-0.71056435
0.01238889,-0.69567275
0.01244444,-0.68047600
0.01250000,-0.66498078
0.01255556,-0.64919387
0.01261111,-0.63312221
0.01266667,-0.61677283
0.01272222,-0.60015292
0.01277778,-0.58326977
0.01283333,-0.56613077
0.01288889,-0.54874344
0.01294444,-0.53111543
0.01300000,-0.51325444
0.01305556,-0.49516833
0.01311111,-0.47686502
0.01316667,-0.45835254
0.01322222,-0.43963901
0.01327778,-0.42073264
0.01333333,-0.40164172
0.01338889,-0.38237463
0.01344444,-0.36293982
0.01350000,-0.34334581
0.01355556,-0.32360120
0.01361111,-0.30371465
0.01366667,-0.28369487
0.01372222,-0.26355066
0.01377778,-0.24329085
0.01383333,-0.22292432
0.01388889,-0.20246001
0.01394444,-0.18190689
0.01400000,-0.16127399
0.01405556,-0.14057034
0.01411111,-0.11980503
0.01416667,-0.09898718
0.01422222,-0.07812590
0.01427778,-0.05723036
0.01433333,-0.03630971
0.01438889,-0.01537314
0.01444444,0.00557018
0.01450000,0.02651105
0.01455556,0.04744030
0.01461111,0.06834873
0.01466667,0.08922719
0.01472222,0.11006651
0.01477778,0.13085754
0.01483333,0.15159119
0.01488889,0.17225833
0.01494444,0.19284992
0.01500000,0.21335692
0.01505556,0.23377034
0.01511111,0.25408121
0.01516667,0.27428064
0.01522222,0.29435975
0.01527778,0.31430975
0.01533333,0.33412189
0.01538889,0.35378747
0.01544444,0.37329786
0.01550000,0.39264452
0.01555556,0.41181894
0.01561111,0.43081273
0.01566667,0.44961756
0.01572222,0.46822516
0.01577778,0.48662738
0.01583333,0.50481616
0.01588889,0.52278350
0.01594444,0.54052154
0.01600000,0.55802248
0.01605556,0.57527866
0.01611111,0.59228250
0.01616667,0.60902655
0.01622222,0.62550346
0.01627778,0.64170600
0.01633333,0.65762706
0.01638889,0.67325967
0.01644444,0.68859697
0.01650000,0.70363223
0.01655556,0.71835884
0.01661111,0.73277037
0.01666667,0.74686047
0.01672222,0.76062298
0.01677778,0.77405185
0.01683333,0.78714120
0.01688889,0.79988529
0.01694444,0.81227851
0.01700000,0.82431545
0.01705556,0.83599081
0.01711111,0.84729948
0.01716667,0.85823649
0.01722222,0.86879706
0.01727778,0.87897654
0.01733333,0.88877047
0.01738889,0.89817456
0.01744444,0.90718468
0.01750000,0.91579688
0.01755556,0.92400738
0.01761111,0.93181258
0.01766667,0.93920906
0.01772222,0.94619357
0.01777778,0.95276304
0.01783333,0.95891460
0.01788889,0.96464556
0.01794444,0.96995338
0.01800000,0.97483575
0.01805556,0.97929053
0.01811111,0.98331576
0.01816667,0.98690967
0.01822222,0.99007069
0.01827778,0.99279744
0.01833333,0.99508871
0.01838889,0.99694350
0.01844444,0.99836100
0.01850000,0.99934058
0.01855556,0.99988183
0.01861111,0.99998449
0.01866667,0.99964852
0.01872222,0.99887408
0.01877778,0.99766149
0.01883333,0.99601130
0.01888889,0.99392422
0.01894444,0.99140118
0.01900000,0.98844328
0.01905556,0.98505181
0.01911111,0.98122826
0.01916667,0.97697432
0.01922222,0.97229184
0.01927778,0.96718289
0.01933333,0.96164969
0.01938889,0.95569469
0.01944444,0.94932048
0.01950000,0.94252987
0.01955556,0.93532584
0.01961111,0.92771154
0.01966667,0.91969032
0.01972222,0.91126569
0.01977778,0.90244135
0.01983333,0.89322117
0.01988889,0.88360919
0.01994444,0.87360963
0.02000000,0.86322688
0.02005556,0.85246549
0.02011111,0.84133018
0.02016667,0.82982583
0.02022222,0.81795749
0.02027778,0.80573038
0.02033333,0.79314984
0.02038889,0.78022140
0.02044444,0.76695072
0.02050000,0.75334364
0.02055556,0.73940612
0.02061111,0.72514427
0.02066667,0.71056435
0.02072222,0.69567275
0.02077778,0.68047600
0.02083333,0.66498078
0.02088889,0.64919387
0.02094444,0.63312221
0.02100000,0.61677283
0.02105556,0.60015292
0.02111111,0.58326977
0.02116667,0.56613077
0.02122222,0.54874344
0.02127778,0.53111543
0.02133333,0.51325444
0.02138889,0.49516833
0.02144444,0.47686502
0.02150000,0.45835254
0.02155556,0.43963901
0.02161111,0.42073264
0.02166667,0.40164172
0.02172222,0.38237463
0.02177778,0.36293982
0.02183333,0.34334581
0.02188889,0.32360120
0.02194444,0.30371465
0.02200000,0.28369487
0.02205556,0.26355066
0.02211111,0.24329085
0.02216667,0.22292432
0.02222222,0.20246001
0.02227778,0.18190689
0.02233333,0.16127399
0.02238889,0.14057034
0.02244444,0.11980503
0.02250000,0.09898718
0.02255556,0.07812590
0.02261111,0.05723036
0.02266667,0.03630971
0.02272222,0.01537314
0.02277778,-0.00557018
0.02283333,-0.02651105
0.02288889,-0.04744030
0.02294444,-0.06834873
0.02300000,-0.08922719
0.02305556,-0.11006651
0.02311111,-0.13085754
0.02316667,-0.15159119
0.02322222,-0.17225833
0.02327778,-0.19284992
0.02333333,-0.21335692
0.02338889,-0.23377034
0.02344444,-0.25408121
0.02350000,-0.27428064
0.02355556,-0.29435975
0.02361111,-0.31430975
0.02366667,-0.33412189
0.02372222,-0.35378747
0.02377778,-0.37329786
0.02383333,-0.39264452
0.02388889,-0.41181894
0.02394444,-0.43081273
0.02400000,-0.44961756
0.02405556,-0.46822516
0.02411111,-0.48662738
0.02416667,-0.50481616
0.02422222,-0.52278350
0.02427778,-0.54052154
0.02433333,-0.55802248
0.02438889,-0.57527866
0.02444444,-0.59228250
0.02450000,-0.60902655
0.02455556,-0.62550346
0.02461111,-0.64170600
0.02466667,-0.65762706
0.02472222,-0.67325967
0.02477778,-0.68859697
0.02483333,-0.70363223
0.02488889,-0.71835884
0.02494444,-0.73277037
0.02500000,-0.74686047
0.02505556,-0.76062298
0.02511111,-0.77405185
0.02516667,-0.78714120
0.02522222,-0.79988529
0.02527778,-0.81227851
0.02533333,-0.82431545
0.02538889,-0.83599081
0.02544444,-0.84729948
0.02550000,-0.85823649
0.02555556,-0.86879706
0.02561111,-0.87897654
0.02566667,-0.88877047
0.02572222,-0.89817456
0.02577778,-0.90718468
0.02583333,-0.91579688
0.02588889,-0.92400738
0.02594444,-0.93181258
0.02600000,-0.93920906
0.02605556,-0.94619357
0.02611111,-0.95276304
0.02616667,-0.95891460
0.02622222,-0.96464556
0.02627778,-0.96995338
0.02633333,-0.97483575
0.02638889,-0.97929053
0.02644444,-0.98331576
0.02650000,-0.98690967
0.02655556,-0.99007069
0.02661111,-0.99279744
0.02666667,-0.99508871
0.02672222,-0.99694350
0.02677778,-0.99836100
0.02683333,-0.99934058
0.02688889,-0.99988183
0.02694444,-0.99998449
0.02700000,-0.99964852
0.02705556,-0.99887408
0.02711111,-0.99766149
0.02716667,-0.99601130
0.02722222,-0.99392422
0.02727778,-0.99140118
0.02733333,-0.98844328
0.02738889,-0.98505181
0.02744444,-0.98122826
0.02750000,-0.97697432
0.02755556,-0.97229184
0.02761111,-0.96718289
0.02766667,-0.96164969
0.02772222,-0.95569469
0.02777778,-0.94932048
0.02783333,-0.94252987
0.02788889,-0.93532584
0.02794444,-0.92771154
0.02800000,-0.91969032
0.02805556,-0.91126569
0.02811111,-0.90244135
0.02816667,-0.89322117
0.02822222,-0.88360919
0.02827778,-0.87360963
0.02833333,-0.86322688
0.02838889,-0.85246549
0.02844444,-0.84133018
0.02850000,-0.82982583
0.02855556,-0.81795749
0.02861111,-0.80573038
0.02866667,-0.79314984
0.02872222,-0.78022140
0.02877778,-0.76695072
0.02883333,-0.75334364
0.02888889,-0.73940612
0.02894444,-0.72514427
0.02900000,-0.71056435
0.02905556,-0.69567275
0.02911111,-0.68047600
0.02916667,-0.66498078
0.02922222,-0.64919387
0.02927778,-0.63312221
0.02933333,-0.61677283
0.02938889,-0.60015292
0.02944444,-0.58326977
0.02950000,-0.56613077
0.02955556,-0.54874344
0.02961111,-0.53111543
0.02966667,-0.51325444
0.02972222,-0.49516833
0.02977778,-0.47686502
0.02983333,-0.45835254
0.02988889,-0.43963901
0.02994444,-0.42073264
0.03000000,-0.40164172
0.03005556,-0.38237463
0.03011111,-0.36293982
0.03016667,-0.34334581
0.03022222,-0.32360120
0.03027778,-0.30371465
0.03033333,-0.28369487
0.03038889,-0.26355066
0.03044444,-0.24329085
0.03050000,-0.22292432
0.03055556,-0.20246001
0.03061111,-0.18190689
0.03066667,-0.16127399
0.03072222,-0.14057034
0.03077778,-0.11980503
0.03083333,-0.09898718
0.03088889,-0.07812590
0.03094444,-0.05723036
0.03100000,-0.03630971
0.03105556,-0.01537314
0.03111111,0.00557018
0.03116667,0.02651105
0.03122222,0.04744030
0.03127778,0.06834873
0.03133333,0.08922719
0.03138889,0.11006651
0.03144444,0.13085754
0.03150000,0.15159119
0.03155556,0.17225833
0.03161111,0.19284992
0.03166667,0.21335692
0.03172222,0.23377034
0.03177778,0.25408121
0.03183333,0.27428064
0.03188889,0.29435975
0.03194444,0.31430975
0.03200000,0.33412189
0.03205556,0.35378747
0.03211111,0.37329786
0.03216667,0.39264452
0.03222222,0.41181894
0.03227778,0.43081273
0.03233333,0.44961756
0.03238889,0.46822516
0.03244444,0.48662738
0.03250000,0.50481616
0.03255556,0.52278350
0.03261111,0.54052154
0.03266667,0.55802248
0.03272222,0.57527866
0.03277778,0.59228250
0.03283333,0.60902655
0.03288889,0.62550346
0.03294444,0.64170600
0.03300000,0.65762706
0.03305556,0.67325967
0.03311111,0.68859697
0.03316667,0.70363223
0.03322222,0.71835884
0.03327778,0.73277037
0.03333333,0.74686047
0.03338889,0.76062298
0.03344444,0.77405185
0.03350000,0.78714120
0.03355556,0.79988529
0.03361111,0.81227851
0.03366667,0.82431545
0.03372222,0.83599081
0.03377778,0.84729948
0.03383333,0.85823649
0.03388889,0.86879706
0.03394444,0.87897654
0.03400000,0.88877047
0.03405556,0.89817456
0.03411111,0.90718468
0.03416667,0.91579688
0.03422222,0.92400738
0.03427778,0.93181258
0.03433333,0.93920906
0.03438889,0.94619357
0.03444444,0.95276304
0.03450000,0.95891460
0.03455556,0.96464556
0.03461111,0.96995338
0.03466667,0.97483575
0.03472222,0.97929053
0.03477778,0.98331576
0.03483333,0.98690967
0.03488889,0.99007069
0.03494444,0.99279744
0.03500000,0.99508871
0.03505556,0.99694350
0.03511111,0.99836100
0.03516667,0.99934058
0.03522222,0.99988183
0.03527778,0.99998449
0.03533333,0.99964852
0.03538889,0.99887408
0.03544444,0.99766149
0.03550000,0.99601130
0.03555556,0.99392422
0.03561111,0.99140118
0.03566667,0.98844328
0.03572222,0.98505181
0.03577778,0.98122826
0.03583333,0.97697432
0.03588889,0.97229184
0.03594444,0.96718289
0.03600000,0.96164969
0.03605556,0.95569469
0.03611111,0.94932048
0.03616667,0.94252987
0.03622222,0.93532584
0.03627778,0.92771154
0.03633333,0.91969032
0.03638889,0.91126569
0.03644444,0.90244135
0.03650000,0.89322117
0.03655556,0.88360919
0.03661111,0.87360963
0.03666667,0.86322688
0.03672222,0.85246549
0.03677778,0.84133018
0.03683333,0.82982583
0.03688889,0.81795749
0.03694444,0.80573038
0.03700000,0.79314984
0.03705556,0.78022140
0.03711111,0.76695072
0.03716667,0.75334364
0.03722222,0.73940612
0.03727778,0.72514427
0.03733333,0.71056435
0.03738889,0.69567275
0.03744444,0.68047600
0.03750000,0.66498078
0.03755556,0.64919387
0.03761111,0.63312221
0.03766667,0.61677283
0.03772222,0.60015292
0.03777778,0.58326977
0.03783333,0.56613077
0.03788889,0.54874344
0.03794444,0.53111543
0.03800000,0.51325444
0.03805556,0.49516833
0.03811111,0.47686502
0.03816667,0.45835254
0.03822222,0.43963901
0.03827778,0.42073264
0.03833333,0.40164172
0.03838889,0.38237463
0.03844444,0.36293982
0.03850000,0.34334581
0.03855556,0.32360120
0.03861111,0.30371465
0.03866667,0.28369487
0.03872222,0.26355066
0.03877778,0.24329085
0.03883333,0.22292432
0.03888889,0.20246001
0.03894444,0.18190689
0.03900000,0.16127399
0.03905556,0.14057034
0.03911111,0.11980503
0.03916667,0.09898718
0.03922222,0.07812590
0.03927778,0.05723036
0.03933333,0.03630971
0.03938889,0.01537314
0.03944444,-0.00557018
0.03950000,-0.02651105
0.03955556,-0.04744030
0.03961111,-0.06834873
0.03966667,-0.08922719
0.03972222,-0.11006651
0.03977778,-0.13085754
0.03983333,-0.15159119
0.03988889,-0.17225833
0.03994444,-0.19284992
0.04000000,-0.21335692
0.04005556,-0.23377034
0.04011111,-0.25408121
0.04016667,-0.27428064
0.04022222,-0.21706429
0.04027778,-0.28438434
0.04033333,-0.35276244
0.04038889,-0.41981926
0.04044444,-0.48324580
0.04050000,-0.54091494
0.04055556,-0.59098357
0.04061111,-0.63198034
0.04066667,-0.66287483
0.04072222,-0.68312488
0.04077778,-0.69269989
0.04083333,-0.69207910
0.04088889,-0.68222507
0.04094444,-0.66453380
0.04100000,-0.64076395
0.04105556,-0.61294894
0.04111111,-0.58329604
0.04116667,-0.55407762
0.04122222,-0.52751981
0.04127778,-0.50569407
0.04133333,-0.49041681
0.04138889,-0.48316209
0.04144444,-0.48499138
0.04150000,-0.49650385
0.04155556,-0.51780942
0.04161111,-0.54852576
0.04166667,-0.58779936
0.04172222,-0.63434931
0.04177778,-0.68653172
0.04183333,-0.74242147
0.04188889,-0.79990715
0.04194444,-0.85679462
0.04200000,-0.91091395
0.04205556,-0.96022472
0.04211111,-1.00291432
0.04216667,-1.03748469
0.04222222,-1.06282328
0.04227778,-1.07825488
0.04233333,-1.08357179
0.04238889,-1.07904121
0.04244444,-1.06538937
0.04250000,-1.04376347
0.04255556,-1.01567333
0.04261111,-0.98291572
0.04266667,-0.94748515
0.04272222,-0.91147551
0.04277778,-0.87697748
0.04283333,-0.84597661
0.04288889,-0.82025710
0.04294444,-0.80131596
0.04300000,-0.79029157
0.04305556,-0.78791017
0.04311111,-0.79445262
0.04316667,-0.80974315
0.04322222,-0.83316028
0.04327778,-0.86366952
0.04333333,-0.89987588
0.04338889,-0.94009370
0.04344444,-0.98243032
0.04350000,-1.02487921
0.04355556,-1.06541834
0.04361111,-1.10210860
0.04366667,-1.13318776
0.04372222,-1.15715524
0.04377778,-1.17284376
0.04383333,-1.17947434
0.04388889,-1.17669206
0.04394444,-1.16458110
0.04400000,-1.14365822
0.04405556,-1.11484532
0.04411111,-1.07942235
0.04416667,-1.03896317
0.04422222,-0.99525734
0.04427778,-0.95022197
0.04433333,-0.90580776
0.04438889,-0.86390397
0.04444444,-0.82624695
0.04450000,-0.79433656
0.04455556,-0.76936459
0.04461111,-0.75215863
0.04466667,-0.74314388
0.04472222,-0.74232491
0.04477778,-0.74928784
0.04483333,-0.76322305
0.04488889,-0.78296687
0.04494444,-0.80706045
0.04500000,-0.83382256
0.04505556,-0.86143286
0.04511111,-0.88802150
0.04516667,-0.91176066
0.04522222,-0.93095349
0.04527778,-0.94411628
0.04533333,-0.95004970
0.04538889,-0.94789592
0.04544444,-0.93717875
0.04550000,-0.91782497
0.04555556,-0.89016596
0.04561111,-0.85491966
0.04566667,-0.81315376
0.04572222,-0.76623213
0.04577778,-0.71574706
0.04583333,-0.66344090
0.04588889,-0.61112065
0.04594444,-0.56057004
0.04600000,-0.51346312
0.04605556,-0.47128377
0.04611111,-0.43525480
0.04616667,-0.40628028
0.04622222,-0.38490358
0.04627778,-0.37128335
0.04633333,-0.36518819
0.04638889,-0.36601052
0.04644444,-0.37279854
0.04650000,-0.38430489
0.04655556,-0.39904934
0.04661111,-0.41539253
0.04666667,-0.43161708
0.04672222,-0.44601193
0.04677778,-0.45695611
0.04683333,-0.46299744
0.04688889,-0.46292280
0.04694444,-0.45581622
0.04700000,-0.44110225
0.04705556,-0.41857256
0.04711111,-0.38839443
0.04716667,-0.35110102
0.04722222,-0.30756378
0.04727778,-0.25894864
0.04733333,-0.20665804
0.04738889,-0.15226183
0.04744444,-0.09742033
0.04750000,-0.04380348
0.04755556,0.00699006
0.04761111,0.05350994
0.04766667,0.09452338
0.04772222,0.12907361
0.04777778,0.15652444
0.04783333,0.17658904
0.04788889,0.18934153
0.04794444,0.19521093
0.04800000,0.19495790
0.04805556,0.18963543
0.04811111,0.18053554
0.04816667,0.16912464
0.04822222,0.15697072
0.04827778,0.14566608
0.04833333,0.13674919
0.04838889,0.13162970
0.04844444,0.13152010
0.04850000,0.13737735
0.04855556,0.14985725
0.04861111,0.16928377
0.04866667,0.19563470
0.04872222,0.22854419
0.04877778,0.26732203
0.04883333,0.31098861
0.04888889,0.35832384
0.04894444,0.40792737
0.04900000,0.45828742
0.04905556,0.50785452
0.04911111,0.55511678
0.04916667,0.59867288
0.04922222,0.63729927
0.04927778,0.67000836
0.04933333,0.69609495
0.04938889,0.71516859
0.04944444,0.72717051
0.04950000,0.73237425
0.04955556,0.73137022
0.04961111,0.72503480
0.04966667,0.71448580
0.04972222,0.70102636
0.04977778,0.68608017
0.04983333,0.67112115
0.04988889,0.65760114
0.04994444,0.64687902
0.05000000,0.64015475
0.05005556,0.63841156
0.05011111,0.64236894
0.05016667,0.65244883
0.05022222,0.66875642
0.05027778,0.69107645
0.05033333,0.71888527
0.05038889,0.75137769
0.05044444,0.78750752
0.05050000,0.82603953
0.05055556,0.86561043
0.05061111,0.90479566
0.05066667,0.94217888
0.05072222,0.97642063
0.05077778,1.00632291
0.05083333,1.03088654
0.05088889,1.04935847
0.05094444,1.06126693
0.05100000,1.06644265
0.05105556,1.06502532
0.05111111,1.05745486
0.05116667,1.04444827
0.05122222,1.02696303
0.05127778,1.00614906
0.05133333,0.98329154
0.05138889,0.95974753
0.05144444,0.93687940
0.05150000,0.91598836
0.05155556,0.89825144
0.05161111,0.88466475
0.05166667,0.87599594
0.05172222,0.87274802
0.05177778,0.87513634
0.05183333,0.88307958
0.05188889,0.89620535
0.05194444,0.91386989
0.05200000,0.93519091
0.05205556,0.95909182
0.05211111,0.98435522
0.05216667,1.00968298
0.05222222,1.03375984
0.05227778,1.05531765
0.05233333,1.07319678
0.05238889,1.08640211
0.05244444,1.09415061
0.05250000,1.09590830
0.05255556,1.09141506
0.05261111,1.08069576
0.05266667,1.06405766
0.05272222,1.04207400
0.05277778,1.01555472
0.05283333,0.98550586
0.05288889,0.95307967
0.05294444,0.91951787
0.05300000,0.88609083
0.05305556,0.85403575
0.05311111,0.82449680
0.05316667,0.79847014
0.05322222,0.77675637
0.05327778,0.75992289
0.05333333,0.74827773
0.05338889,0.74185624
0.05344444,0.74042103
0.05350000,0.74347532
0.05355556,0.75028874
0.05361111,0.75993443
0.05366667,0.77133549
0.05372222,0.78331849
0.05377778,0.79467136
0.05383333,0.80420292
0.05388889,0.81080100
0.05394444,0.81348643
0.05400000,0.81146029
0.05405556,0.80414208
0.05411111,0.79119709
0.05416667,0.77255169
0.05422222,0.74839575
0.05427778,0.71917229
0.05433333,0.68555489
0.05438889,0.64841392
0.05444444,0.60877348
0.05450000,0.56776104
0.05455556,0.52655234
0.05461111,0.48631427
0.05466667,0.44814847
0.05472222,0.41303847
0.05477778,0.38180280
0.05483333,0.35505647
0.05488889,0.33318254
0.05494444,0.31631512
0.05500000,0.30433463
0.05505556,0.29687542
0.05511111,0.29334531
0.05516667,0.29295609
0.05522222,0.29476335
0.05527778,0.29771376
0.05533333,0.30069734
0.05538889,0.30260222
0.05544444,0.30236922
0.05550000,0.29904352
0.05555556,0.29182099
0.05561111,0.28008696
0.05566667,0.26344550
0.05572222,0.24173796
0.05577778,0.21504977
0.05583333,0.18370543
0.05588889,0.14825181
0.05594444,0.10943075
0.05600000,0.06814231
0.05605556,0.02540057
0.05611111,-0.01771598
0.05616667,-0.06011681
0.05622222,-0.10075206
0.05627778,-0.13866298
0.05633333,-0.17302765
0.05638889,-0.20319980
0.05644444,-0.22873888
0.05650000,-0.24942987
0.05655556,-0.26529214
0.05661111,-0.27657672
0.05666667,-0.28375239
0.05672222,-0.28748124
0.05677778,-0.28858492
0.05683333,-0.28800337
0.05688889,-0.28674792
0.05694444,-0.28585132
0.05700000,-0.28631688
0.05705556,-0.28906937
0.05711111,-0.29491006
0.05716667,-0.30447791
0.05722222,-0.31821904
0.05727778,-0.33636557
0.05733333,-0.35892519
0.05738889,-0.38568152
0.05744444,-0.41620558
0.05750000,-0.44987736
0.05755556,-0.48591672
0.05761111,-0.52342184
0.05766667,-0.56141341
0.05772222,-0.59888236
0.05777778,-0.63483875
0.05783333,-0.66835951
0.05788889,-0.69863264
0.05794444,-0.72499577
0.05800000,-0.74696722
0.05805556,-0.76426812
0.05811111,-0.77683452
0.05816667,-0.78481902
0.05822222,-0.78858178
0.05827778,-0.78867158
0.05833333,-0.78579771
0.05838889,-0.78079430
0.05844444,-0.77457867
0.05850000,-0.76810602
0.05855556,-0.76232237
0.05861111,-0.75811829
0.05866667,-0.75628562
0.05872222,-0.75747921
0.05877778,-0.76218550
0.05883333,-0.77069955
0.05888889,-0.78311150
0.05894444,-0.79930307
0.05900000,-0.81895424
0.05905556,-0.84155973
0.05911111,-0.86645441
0.05916667,-0.89284634
0.05922222,-0.91985585
0.05927778,-0.94655866
0.05933333,-0.97203093
0.05938889,-0.99539405
0.05944444,-1.01585707
0.05950000,-1.03275448
0.05955556,-1.04557783
0.05961111,-1.05399950
0.05966667,-1.05788748
0.05972222,-1.05731065
0.05977778,-1.05253420
0.05983333,-1.04400556
0.05988889,-1.03233153
0.05994444,-1.01824776
0.06000000,-1.00258221
0.06005556,-0.98621428
0.06011111,-0.97003164
0.06016667,-0.95488695
0.06022222,-0.94155654
0.06027778,-0.93070299
0.06033333,-0.92284353
0.06038889,-0.91832562
0.06044444,-0.91731102
0.06050000,-0.91976892
0.06055556,-0.92547855
0.06061111,-0.93404101
0.06066667,-0.94489969
0.06072222,-0.95736831
0.06077778,-0.97066509
0.06083333,-0.98395140
0.06088889,-0.99637300
0.06094444,-1.00710177
0.06100000,-1.01537600
0.06105556,-1.02053718
0.06111111,-1.02206165
0.06116667,-1.01958543
0.06122222,-1.01292122
0.06127778,-1.00206669
0.06133333,-0.98720370
0.06138889,-0.96868863
0.06144444,-0.94703424
0.06150000,-0.92288400
0.06155556,-0.89698026
0.06161111,-0.87012777
0.06166667,-0.84315434
0.06172222,-0.81687066
0.06177778,-0.79203116
0.06183333,-0.76929778
0.06188889,-0.74920853
0.06194444,-0.73215223
0.06200000,-0.71835064
0.06205556,-0.70784885
